	userID	Location	Age
24718	55178	moore, oklahoma, usa	25.0
24719	55492	antioch, illinois, usa	43.0
24720	55734	calgary, alberta, canada	37.0
24721	56959	monroe twp., new jersey, usa	52.0
24722	60244	alvin, texas, usa	47.0
24723	60476	coquitlam, british columbia, canada	35.0
24724	62891	hi nella, new jersey, usa	27.0
24725	63394	eufaula, alabama, usa	22.0
24726	64111	eugene, oregon, usa	23.0
24727	70571	rescue, california, usa	56.0
24728	70882	portland, oregon, usa	36.0
24729	71230	minneapolis, minnesota, usa	
24730	71752	sarasota, florida, usa	20.0
24731	72527	calgary, ,	
24732	73044	sudbury, ontario, canada	
24733	73955	toronto, ontario, canada	
24734	74328	capitola, california, usa	40.0
24735	75934	renton, washington, usa	
24736	76071	boise, idaho, usa	33.0
24737	76223	lisboa, lisboa, portugal	25.0
24738	76626	london, england, united kingdom	38.0
24739	78834	honolulu, hawaii, usa	28.0
24740	78973	amadora, lisboa, portugal	29.0
24741	79958	boston, massachusetts, usa	56.0
24742	81318	cambridge, massachusetts, usa	25.0
24743	82308	eugene, oregon, usa	
24744	82886	columbia, south carolina, usa	
24745	83561	edison, new jersey, usa	41.0
24746	87999	annapolis, maryland, usa	
24747	88283	hamburg, hamburg, germany	24.0
24748	91113	chicago, illinois, usa	26.0
24749	93047	nashua, new hampshire, usa	52.0
24750	94818	toronto, ontario, canada	29.0
24751	98741	fairbanks, alaska, usa	30.0
24752	99032	white plains, new york, usa	25.0
24753	100906	seattle, washington, usa	34.0
24754	101620	brookland, arkansas, usa	
24755	102939	federal way, washington, usa	47.0
24756	102967	olympia, washington, usa	54.0
24757	104058	newark, ohio, usa	
24758	105979	oakland, california, usa	26.0
24759	110076	toronto, ontario, canada	52.0
24760	110912	milpitas, california, usa	36.0
24761	112083	tucson, arizona, usa	25.0
24762	112402	east burke, vermont, usa	36.0
24763	112559	dallas, texas, usa	37.0
24764	113364	santa clara, california, usa	44.0
24765	114178	tokyo, tokyo, japan	30.0
24766	114414	edinburg, texas, usa	27.0
24767	114581	san francisco, california, usa	23.0
24768	114634	bucharest, n/a, romania	
24769	115435	cincinnati, ohio, usa	30.0
24770	115724	belleville, illinois, usa	
24771	116489	dayton, ohio, usa	25.0
24772	116758	paullina, iowa, usa	38.0
24773	117925	santa ana, california, usa	40.0
24774	118484	wonder lake, illinois, usa	
24775	118528	newton, massachusetts, usa	27.0
24776	124078	muskegon, michigan, usa	25.0
24777	125303	dortmund, nordrhein-westfalen, germany	25.0
24778	125514	hull, ma, usa	
24779	125878	foxboro, massachusetts, usa	
24780	126296	ramsey, huntingdon, cambridgeshire, united kingdom	41.0
24781	129883	portland, oregon, usa	23.0
24782	130705	sydney, new south wales, australia	29.0
24783	131108	storm lake, iowa, usa	21.0
24784	131588	hermosa beach, california, usa	27.0
24785	136139	fair oaks, california, usa	
24786	137688	medford, new york, usa	46.0
24787	137986	cambridge, massachusetts,	
24788	141088	portland, maine, usa	
24789	142715	wasilla, alaska, usa	35.0
24790	143908	edmonton, alberta, canada	29.0
24791	144348	lake mary, florida, usa	31.0
24792	144403	boca raton, florida, usa	
24793	144516	norman, oklahoma, usa	41.0
24794	144925	morro bay, california, usa	32.0
24795	147678	austin, texas, usa	36.0
24796	147687	cary, north carolina, usa	17.0
24797	148604	oakland, california, usa	
24798	150379	providence, rhode island, usa	31.0
24799	151107	minneapolis, minnesota, usa	39.0
24800	152946	lisbon, lisbon, portugal	25.0
24801	153513	little rock, arkansas, usa	31.0
24802	153662	ft. stewart, georgia, usa	44.0
24803	155992	hyattsville, maryland, usa	32.0
24804	156150	howell, new jersey, usa	36.0
24805	156625	baton rouge, louisiana, usa	
24806	157247	deventer, overijssel, netherlands	48.0
24807	159440	lille, nord, france	27.0
24808	159847	utrecht, , netherlands	
24809	160819	miami, florida, usa	43.0
24810	163433	edmonton, alberta, canada	
24811	163871	new york, new york, usa	
24812	164323	delta, british columbia, canada	31.0
24813	165512	chester, cheshire, united kingdom	28.0
24814	166639	lancaster, pennsylvania, usa	
24815	167747	perkasie, n/a, usa	
24816	168064	fredericton, new brunswick, canada	
24817	168500	lancaster, pennsylvania, usa	30.0
24818	168642	seattle, washington, usa	24.0
24819	171859	mississauga, ontario, canada	
24820	173291	greensboro, north carolina, usa	29.0
24821	174596	jackson heights, new york, usa	
24822	177090	ashland, missouri, usa	37.0
24823	178667	freehold, new jersey, usa	34.0
24824	179733	greenville, texas, usa	26.0
24825	182053	london, ontario, canada	30.0
24826	185288	st-romuald, quebec, canada	
24827	185741	midlothian, virginia, usa	
24828	186032	sandy, oregon, usa	36.0
24829	187145	grapeview, washington, usa	65.0
24830	188140	niagara region, ontario, canada	31.0
24831	189973	pittsburgh, pennsylvania, usa	
24832	193458	toronto, ontario, canada	40.0
24833	194463	lancaster, ,	52.0
24834	197000	st louis, missouri, usa	
24835	197364	cumming, georgia, usa	30.0
24836	197775	iasi, iasi, romania	21.0
24837	199041	pleasanton, california, usa	
24838	201290	seixal, setúbal, portugal	35.0
24839	201697	markham, ontario, canada	29.0
24840	202277	kennesaw, georgia, usa	54.0
24841	205038	boise, idaho, usa	33.0
24842	206944	camarillo, california, usa	26.0
24843	209224	palo alto, california, usa	59.0
24844	210174	, , singapore	
24845	211152	ava, missouri, usa	33.0
24846	211430	toronto, ontario, canada	28.0
24847	211919	jacksonville, florida, usa	38.0
24848	212142	warrenton, virginia, usa	37.0
24849	213108	fairhope, alabama, usa	32.0
24850	217056	peoria, arizona, usa	30.0
24851	217375	st. petersburg, florida, usa	35.0
24852	217502	mooresville, north carolina, usa	
24853	219951	wolverhampton, england, united kingdom	19.0
24854	220688	brookline, massachusetts, usa	27.0
24855	222210	new york, new york, usa	
24856	224430	louisville, kentucky, usa	
24857	227447	kelseyville, california, usa	38.0
24858	228652	toronto, ,	
24859	229011	mclean, virginia, usa	
24860	232131	oakland, california, usa	
24861	233366	kennetcook, nova scotia, canada	29.0
24862	233578	san antonio, texas, usa	43.0
24863	233856	oviedo, florida, usa	31.0
24864	235805	edinburgh, scotland, united kingdom	27.0
24865	236655	rochdale, england, united kingdom	30.0
24866	237381	mississauga, ontario, canada	
24867	238849	saskatoon, saskatchewan, canada	40.0
24868	241997	montreal, quebec, canada	33.0
24869	242006	santo domingo, distrito nacional, dominican republic	30.0
24870	242106	covington, virginia, usa	28.0
24871	243607	austin, texas, usa	28.0
24872	244277	inverness, scotland, united kingdom	44.0
24873	244688	st. petersburg, florida, usa	26.0
24874	248718	hyde park, new york, usa	43.0
24875	249598	dallas, texas, usa	25.0
24876	251140	redding, california, usa	25.0
24877	251278	west st. paul, minnesota, usa	34.0
24878	251744	los alamos, new mexico, usa	
24879	253867	roanoke, virginia, usa	
24880	254160	millbrae, california, usa	33.0
24881	254465	maryville, tennessee, usa	22.0
24882	257133	san diego, california, usa	
24883	258185	livermore, maine, usa	37.0
24884	260897	chicago, illinois, usa	25.0
24885	261327	carrollton, texas, usa	24.0
24886	263877	victoria, british columbia, canada	44.0
24887	265115	vista, california, usa	
24888	265313	morrisville, north carolina, usa	33.0
24889	268657	petaling jaya, selangor darul ehsan, malaysia	20.0
24890	269835	loveland, colorado, usa	25.0
24891	271705	atlanta, georgia, usa	25.0
24892	273307	san francisco, california, usa	
24893	274656	brighton, michigan, usa	40.0
24894	2030	seabeck, washington, usa	31.0
24895	26846	ames, iowa, usa	45.0
24896	38273	chandler, arizona, usa	
24897	129716	tallahassee, florida, usa	30.0
24898	158714	dardanelle, arkansas, usa	
24899	168144	oceanside, california, usa	46.0
24900	183995	columbus (grandview heights), ohio, usa	49.0
24901	249894	duncansville, pennsylvania, usa	
24902	253556	modesto, california, usa	31.0
24903	265115	vista, california, usa	
24904	273344	bettendorf, iowa, usa	37.0
24905	2030	seabeck, washington, usa	31.0
24906	2030	seabeck, washington, usa	31.0
24907	63405	glendora, california, usa	21.0
24908	147752	downers grove, illinois, usa	27.0
24909	161275	burlingame, california, usa	20.0
24910	197502	thornton, colorado, usa	26.0
24911	250367	denver, colorado, usa	
24912	2033	omaha, nebraska, usa	27.0
24913	882	berkeley, california, usa	23.0
24914	2033	omaha, nebraska, usa	27.0
24915	7346	sunnyvale, california, usa	49.0
24916	8019	toronto, ontario, canada	
24917	11676	n/a, n/a, n/a	
24918	12538	byron, minnesota, usa	18.0
24919	25980	uniontown, pennsylvania, usa	45.0
24920	42883	the woodlands, texas, usa	51.0
24921	52584	livermore, california, usa	45.0
24922	56661	green, ohio, usa	
24923	59390	uniontown, pennsylvania, usa	
24924	102034	eau claire, wisconsin, usa	32.0
24925	108285	appleton, wisconsin, usa	22.0
24926	128835	bellingham, washington, usa	60.0
24927	130474	nashville, tennessee, usa	33.0
24928	151799	bismarck, north dakota, usa	27.0
24929	159033	taneytown, maryland, usa	46.0
24930	164675	portland, oregon, usa	55.0
24931	168047	oxford, connecticut, usa	28.0
24932	172539	lakewood, california, usa	
24933	174216	hamilton, ohio, usa	36.0
24934	182414	chicago, illinois, usa	25.0
24935	185275	seattle, washington, usa	32.0
24936	187029	ardmore, oklahoma, usa	55.0
24937	207499	las cruces, new mexico, usa	
24938	218568	byron, minnesota, usa	41.0
24939	225989	palmdale, california, usa	27.0
24940	227930	rochester, , usa	
24941	238545	mountain view, california, usa	
24942	252848	vinton, virginia, usa	32.0
24943	269566	seattle, washington, usa	9.0
24944	274308	delray beach, florida, usa	33.0
24945	278535	oshkosh, wisconsin, usa	
24946	2033	omaha, nebraska, usa	27.0
24947	3373	elk grove, california, usa	30.0
24948	7056	pickering, ontario, canada	31.0
24949	7346	sunnyvale, california, usa	49.0
24950	7569	tulsa, , usa	22.0
24951	8936	elizabeth city, north carolina, usa	18.0
24952	10447	chicago, illinois, usa	
24953	11601	brooklyn, new york, usa	
24954	11676	n/a, n/a, n/a	
24955	12111	plainfield, illinois, usa	40.0
24956	16220	milano, lombardia, italy	30.0
24957	20768	cloquet, minnesota, usa	
24958	23768	st. louis, missouri, usa	45.0
24959	24525	denver, colorado, usa	28.0
24960	26516	victor, montana, usa	67.0
24961	26517	dallas, north carolina, usa	
24962	27192	east moline, illinois, usa	40.0
24963	31049	pineville, west virginia, usa	
24964	31528	thief river falls, minnesota, usa	59.0
24965	31556	chula vista, california, usa	51.0
24966	32223	san diego, california, usa	
24967	32541	baltimore, maryland, usa	
24968	35809	nanoose bay, british columbia, canada	
24969	36606	san marcos, california, usa	39.0
24970	38273	chandler, arizona, usa	
24971	38464	tharston, norwich, england, united kingdom	33.0
24972	38556	edmonton, alberta, canada	
24973	43084	norwell, massachusetts, usa	33.0
24974	43619	shrewsbury, massachusetts, usa	26.0
24975	45675	tucson, arizona, usa	
24976	48753	memphis, tennessee, usa	
24977	52199	houston, texas, usa	47.0
24978	52853	yuba city, california, usa	61.0
24979	52917	bellevue, washington, usa	42.0
24980	55075	seattle, washington, usa	33.0
24981	55492	antioch, illinois, usa	43.0
24982	58224	lake park, georgia, usa	
24983	59148	baton rouge, louisiana, usa	
24984	64075	walnut creek, california, usa	46.0
24985	76352	olympia, washington, usa	58.0
24986	76484	port orchard, washington, usa	32.0
24987	77480	gig harbor, washington, usa	51.0
24988	78783	chantilly, virginia, usa	49.0
24989	83034	fairbanks, alaska, usa	
24990	84024	abilene, texas, usa	37.0
24991	85750	fort st. john, british columbia, canada	
24992	86202	sydney, new south wales, australia	26.0
24993	87143	whitehall, ohio, usa	53.0
24994	87410	littleton, colorado, usa	54.0
24995	90467	memphis, tennessee, usa	
24996	91203	glasgow, scotland, united kingdom	30.0
24997	92853	ely, england, united kingdom	
24998	98575	vancouver, british columbia, canada	58.0
24999	98723	cincinnati, ohio, usa	29.0
25000	98904	billings, montana, usa	28.0
25001	100264	brunswick, ohio, usa	37.0
25002	100846	plainfield, illinois, usa	39.0
25003	102220	acapulco, n/a, mexico	54.0
25004	104636	youngstown, ohio, usa	
25005	107301	west kensington, london, united kingdom	31.0
25006	108005	greenfield, wisconsin, usa	29.0
25007	110029	norwich, england, united kingdom	27.0
25008	112590	delray beach, florida, usa	
25009	115120	sherman oaks, california, usa	29.0
25010	120840	oakland, california, usa	
25011	122201	toronto, ontario, canada	
25012	124487	ramah, new mexico, usa	
25013	125303	dortmund, nordrhein-westfalen, germany	25.0
25014	127131	stopsley, bedfordshire, united kingdom	42.0
25015	128208	san antonio, texas, usa	34.0
25016	128835	bellingham, washington, usa	60.0
25017	128974	somewhere in bc..., british columbia, canada	36.0
25018	129929	manchester, new hampshire,	
25019	134986	ashland, kentucky, usa	
25020	135149	ft. pierce, florida, usa	
25021	136560	genova, liguria, italy	31.0
25022	137019	glendale, california, usa	
25023	138844	winnipeg, manitoba, canada	40.0
25024	139913	monett, missouri, usa	54.0
25025	140879	duesseldorf, nordrhein-westfalen, germany	36.0
25026	143491	not stated, pennsylvania, usa	
25027	143837	san antonio, texas, usa	28.0
25028	143909	wuppertal, nordrhein-westfalen, germany	26.0
25029	144018	winter garden, florida, usa	
25030	150366	edmonton, alberta, canada	19.0
25031	151101	pottstown, pennsylvania, usa	
25032	153342	barrie, ontario, canada	43.0
25033	155147	seattle, washington, usa	60.0
25034	158295	cleveland, ohio, usa	
25035	162052	danville, virginia, usa	51.0
25036	162155	federal way, washington, usa	57.0
25037	162827	seattle, washington, usa	
25038	163358	toronto, ontario, canada	21.0
25039	164323	delta, british columbia, canada	31.0
25040	165914	escondido, california, usa	
25041	166123	cortez, colorado, usa	32.0
25042	168144	oceanside, california, usa	46.0
25043	169309	east lansing, michigan, usa	
25044	170762	lansing, michigan, usa	60.0
25045	171118	toronto, ontario, canada	47.0
25046	174793	visalia, california, usa	52.0
25047	177374	kingston, washington, usa	
25048	178069	highland park, illinois, usa	61.0
25049	178181	bloomfield hills, michigan, usa	32.0
25050	179184	overland park, kansas, usa	45.0
25051	181411	oneida, new york, usa	
25052	185233	winnemucca, nevada, usa	31.0
25053	185254	deleon, texas, usa	30.0
25054	185343	staten island, new york, usa	
25055	187801	barcelona, catalunya, spain	47.0
25056	189516	colorado springs, colorado, usa	37.0
25057	189973	pittsburgh, pennsylvania, usa	
25058	194514	melzo, lombardia, italy	36.0
25059	196077	disputanta, virginia, usa	28.0
25060	200422	plainfield, illinois, usa	29.0
25061	202277	kennesaw, georgia, usa	54.0
25062	204748	mifflinville, pennsylvania, usa	
25063	204936	campbell, california, usa	
25064	206423	columbia, maryland, usa	
25065	206534	evanston, illinois, usa	
25066	206563	pomfret center, connecticut, usa	45.0
25067	207246	owensboro, kentucky, usa	28.0
25068	207494	huntsville, alabama, usa	42.0
25069	207835	houston, ,	57.0
25070	208141	jefferson, wisconsin, usa	46.0
25071	208877	columbus, georgia, usa	
25072	210261	dryden, michigan, usa	
25073	210717	wantagh, new york, usa	42.0
25074	213150	destrehan, louisiana, usa	103.0
25075	216683	san jose, california, usa	
25076	217152	pensacola, florida, usa	53.0
25077	218936	webster, texas, usa	43.0
25078	220278	hammond, indiana, usa	32.0
25079	221181	olympia, washington, usa	69.0
25080	225378	los angeles, ,	
25081	225449	goodyear, arizona, usa	57.0
25082	225471	los angeles, california, usa	
25083	225763	san francisco, california, usa	
25084	225886	ruma, illinois, usa	35.0
25085	227025	saskatoon, saskatchewan, canada	33.0
25086	227520	san jose, california, usa	33.0
25087	228681	dumont, new jersey, usa	
25088	229741	kensington, california, usa	29.0
25089	231237	waianae, hawaii, us	
25090	232131	oakland, california, usa	
25091	235105	st louis, missouri, usa	46.0
25092	236340	st kilda, victoria, australia	29.0
25093	242646	ft myers beach, florida, usa	
25094	242790	canton, michigan, usa	
25095	242824	belton, texas, usa	21.0
25096	244710	skowhegan, maine, usa	30.0
25097	246439	san francisco, california, usa	60.0
25098	247447	long beach, california, usa	19.0
25099	251575	cernusco s/n (mi), lombardia, italy	28.0
25100	253946	west bend, wisconsin, usa	
25101	256407	florissant, missouri, usa	58.0
25102	258534	mcqueeney, texas, usa	32.0
25103	259078	fairbanks, alaska, usa	49.0
25104	263353	tucson, arizona, usa	
25105	265115	vista, california, usa	
25106	266164	st. charles, illinois, usa	
25107	266864	calgary, n/a, austria	
25108	267981	modesto, california, usa	38.0
25109	268032	sunnyvale, california, usa	34.0
25110	268330	miami, florida, usa	23.0
25111	269157	ann arbor, michigan, usa	
25112	269466	williamsville, illinois, usa	
25113	269566	seattle, washington, usa	9.0
25114	269719	jacksonville, north carolina, usa	33.0
25115	269728	london, england, united kingdom	40.0
25116	271410	berkeley, california, usa	
25117	274301	frankston, victoria, australia	41.0
25118	274325	amsterdam, n/a, netherlands	51.0
25119	276050	beacon, new york, usa	30.0
25120	2033	omaha, nebraska, usa	27.0
25121	3827	orlando, florida, usa	23.0
25122	10560	chicago, illinois, usa	27.0
25123	11676	n/a, n/a, n/a	
25124	13080	edmonton, alberta, canada	22.0
25125	47856	ottawa, ontario, canada	32.0
25126	60263	middletown, delaware, usa	52.0
25127	67198	denver, colorado, usa	13.0
25128	68156	brooklyn, new york, usa	34.0
25129	79009	wellsburg, west virginia, usa	
25130	80555	warminster, wiltshire, united kingdom	20.0
25131	81492	san antonio, texas, usa	28.0
25132	82271	toowoomba, queensland, australia	15.0
25133	88278	charleston, south carolina, usa	
25134	93047	nashua, new hampshire, usa	52.0
25135	93114	san diego, california, usa	43.0
25136	100782	london, england, united kingdom	30.0
25137	144107	toronto, ontario, canada	
25138	193798	largo, florida, usa	33.0
25139	198930	mesquite, texas, usa	21.0
25140	232199	melbourne, victoria, australia	
25141	245410	san antonio, texas, usa	28.0
25142	248547	nottingham, england, united kingdom	50.0
25143	258005	toowoomba, queensland, australia	15.0
25144	262998	melbourne, victoria, australia	
25145	269728	london, england, united kingdom	40.0
25146	278418	omaha, nebraska, usa	
25147	2033	omaha, nebraska, usa	27.0
25148	3113	vernon, british columbia, canada	
25149	4017	new orleans, louisiana, usa	48.0
25150	5296	brooklyn, new york, usa	34.0
25151	5768	boise, idaho, usa	
25152	6575	seattle, washington, usa	
25153	8066	chicago, illinois, usa	
25154	8870	austin, texas, usa	45.0
25155	10314	beaverton, oregon, usa	
25156	11676	n/a, n/a, n/a	
25157	12154	pittsburgh, pennsylvania, usa	41.0
25158	13995	adelaide, south australia, australia	
25159	14387	coalville, leicestershire, england, united kingdom	35.0
25160	14422	apple valley, minnesota, usa	
25161	16036	crestview, florida, usa	
25162	16246	kitakyushu, fukuoka, japan	32.0
25163	16795	mechanicsville, maryland, usa	47.0
25164	17602	spencer, massachusetts, usa	
25165	17950	puchong, selangor, malaysia	32.0
25166	18012	us airforce, naval air station keflavik, iceland, iceland	24.0
25167	18096	indianapolis, indiana,	
25168	18250	york, pennsylvania, usa	31.0
25169	20172	saratoga springs, utah, usa	27.0
25170	21014	fresno, california, usa	
25171	21318	anchorage, alaska, usa	34.0
25172	23511	chapel hill, north carolina, usa	56.0
25173	23768	st. louis, missouri, usa	45.0
25174	26536	san diego county, california, usa	
25175	27140	baltimore, maryland, usa	49.0
25176	29855	morris, connecticut, usa	53.0
25177	30487	newbury park, california, usa	40.0
25178	30708	fishers, indiana, usa	
25179	31551	spring, texas, usa	
25180	32148	edmonton, alberta, canada	
25181	32195	fall river, massachusetts, usa	
25182	32467	carlisle, pennsylvania, usa	17.0
25183	32541	baltimore, maryland, usa	
25184	33816	richmond hill, ontario, canada	33.0
25185	34539	naperville, illinois, usa	29.0
25186	35857	mentor, ohio, usa	36.0
25187	36836	raleigh, north carolina, usa	56.0
25188	37474	freeport, texas, usa	
25189	37794	zachary, louisiana, usa	51.0
25190	39281	morris plains, new jersey, usa	45.0
25191	40190	georgetown, ,	45.0
25192	40937	sacramento, california, usa	42.0
25193	41892	worcester, massachusetts, usa	23.0
25194	43246	toronto, ontario, canada	36.0
25195	43481	bridgewater, connecticut, usa	57.0
25196	43619	shrewsbury, massachusetts, usa	26.0
25197	44728	florence, alabama, usa	31.0
25198	45248	elba, alabama, usa	
25199	49300	loveland, colorado, usa	
25200	50098	chicago, illinois, usa	
25201	50547	toronto, ontario, canada	32.0
25202	51082	columbus, ohio, usa	30.0
25203	52002	bloomington, indiana, usa	
25204	52117	deerfield, illinois, usa	
25205	52584	livermore, california, usa	45.0
25206	53846	bloomington, indiana, usa	55.0
25207	55075	seattle, washington, usa	33.0
25208	55492	antioch, illinois, usa	43.0
25209	56856	escondido, california, usa	23.0
25210	57108	new york, new york, usa	38.0
25211	58257	wilkes-barre, pennsylvania, usa	36.0
25212	58646	north canton, ohio, usa	
25213	59206	glasgow, scotland, united kingdom	
25214	59524	washington, dc, usa	
25215	60159	miami, florida, usa	46.0
25216	60244	alvin, texas, usa	47.0
25217	60760	toronto, ontario, canada	49.0
25218	61280	wharton, new jersey, usa	47.0
25219	61427	morgan hill, california, usa	
25220	64679	buffalo grove, illinois, usa	
25221	65444	jacksonville, florida, usa	56.0
25222	66942	kuching, sarawak, malaysia	31.0
25223	68054	palmer, massachusetts, usa	53.0
25224	68555	bad axe, michigan, usa	
25225	69378	mililani, hawaii, usa	46.0
25226	70713	melbourne, victoria, australia	49.0
25227	71712	valley center, kansas, usa	26.0
25228	72100	new york, new york, usa	37.0
25229	73196	little rock, arkansas, usa	35.0
25230	73331	lake jackson, texas, usa	
25231	74175	reno, nevada, usa	23.0
25232	74398	vancouver, british columbia, canada	
25233	75401	bethel, connecticut, usa	
25234	75458	kingston, ontario, canada	54.0
25235	75980	newton, massachusetts, usa	32.0
25236	76236	eagan, minnesota, usa	
25237	77112	philadelphia, pennsylvania, usa	31.0
25238	78783	chantilly, virginia, usa	49.0
25239	78846	daphne, alabama, usa	58.0
25240	78975	fort worth, texas, usa	
25241	81682	bluffton, south carolina,	36.0
25242	82407	washington, dc, usa	
25243	86489	toledo, ohio, usa	26.0
25244	86959	oklahoma city, oklahoma, usa	29.0
25245	87051	colorado springs, colorado, usa	31.0
25246	87430	san diego, california, usa	
25247	87712	yarmouth, nova scotia, canada	19.0
25248	88937	cary, north carolina, usa	39.0
25249	89014	surfside beach, south carolina, usa	
25250	89602	honolulu, hawaii, usa	
25251	91931	new westminster, british columbia, canada	40.0
25252	92979	fairfield, california, usa	
25253	93562	rhinelander, wisconsin, usa	60.0
25254	95359	charleston, west virginia, usa	33.0
25255	96054	ottawa, ontario, canada	29.0
25256	98026	yarmouth, nova scotia,	40.0
25257	98263	north vancouver, british columbia, canada	35.0
25258	98741	fairbanks, alaska, usa	30.0
25259	98865	celina, ohio, usa	
25260	99523	bucharest, n/a, romania	28.0
25261	102430	portage, wisconsin, usa	37.0
25262	102967	olympia, washington, usa	54.0
25263	103811	st. paul, minnesota, usa	25.0
25264	104429	brainerd, minnesota, usa	39.0
25265	105058	north york, ontario, canada	32.0
25266	105979	oakland, california, usa	26.0
25267	106225	chicago, illinois, usa	38.0
25268	107324	anchorage, alaska, usa	
25269	107921	virginia beach, virginia, usa	47.0
25270	108005	greenfield, wisconsin, usa	29.0
25271	109574	edmonton, alberta, canada	50.0
25272	110912	milpitas, california, usa	36.0
25273	110973	wiley ford, west virginia, usa	43.0
25274	112559	dallas, texas, usa	37.0
25275	112765	west new york, new jersey, usa	35.0
25276	112881	kitchener, ontario, canada	18.0
25277	113022	takoma park, maryland, usa	
25278	113270	evanston, illinois, usa	25.0
25279	114414	edinburg, texas, usa	27.0
25280	114544	antelope, california, usa	35.0
25281	114601	florissant, ,	
25282	114868	edmonton, alberta, canada	31.0
25283	115003	asheville, north carolina, usa	43.0
25284	115120	sherman oaks, california, usa	29.0
25285	115552	blairmore, alberta, canada	30.0
25286	116535	greenville, north carolina, usa	
25287	119590	sacramento, california, usa	
25288	120771	garland, texas, usa	49.0
25289	120908	boston, massachusetts, usa	27.0
25290	121001	new york, new york, usa	40.0
25291	121620	palm desert, california, usa	
25292	121986	atlanta, georgia, usa	54.0
25293	123981	phoenix, arizona, usa	46.0
25294	124175	st. cloud, minnesota, usa	42.0
25295	125692	elmira, new york, usa	28.0
25296	127216	north little rock, arkansas, usa	58.0
25297	127359	beaverton, oregon, usa	33.0
25298	128060	denton, texas, usa	36.0
25299	128208	san antonio, texas, usa	34.0
25300	128325	toledo, ohio, usa	43.0
25301	129113	clemons, ,	35.0
25302	129929	manchester, new hampshire,	
25303	131402	governors bay, canterbury, new zealand	
25304	133414	oshawa, ontario, canada	
25305	135149	ft. pierce, florida, usa	
25306	135411	rockaway, ,	34.0
25307	135609	charlestown, massachusetts, usa	
25308	138578	cape girardeau, missouri, usa	38.0
25309	138844	winnipeg, manitoba, canada	40.0
25310	139387	hamilton, ontario, canada	30.0
25311	140000	london, england, united kingdom	
25312	141127	marthasville, missouri, usa	
25313	142524	detroit, michigan, usa	36.0
25314	143163	weaverville, california, usa	26.0
25315	143225	little rock, arkansas, usa	51.0
25316	143792	nottingham, england, united kingdom	25.0
25317	143968	wesley chapel, florida, usa	39.0
25318	144516	norman, oklahoma, usa	41.0
25319	145451	winter haven, florida, usa	63.0
25320	146106	watertown, massachusetts, usa	
25321	147847	greenville, illinois, usa	
25322	148258	toronto, ontario, canada	
25323	148744	campbellsport, wisconsin, usa	67.0
25324	149893	apo, new york,	25.0
25325	149934	chicago, illinois, usa	44.0
25326	150968	manchester, new hampshire, usa	47.0
25327	150979	greencastle, pennsylvania, usa	34.0
25328	151459	olympia, washington, usa	54.0
25329	152579	kota kinabalu, sabah, malaysia	22.0
25330	152620	peoria, arizona, usa	51.0
25331	153662	ft. stewart, georgia, usa	44.0
25332	154992	maryland heights, missouri, usa	40.0
25333	155147	seattle, washington, usa	60.0
25334	155409	mont clare, pennsylvania, usa	38.0
25335	155683	bridgman, michigan, usa	29.0
25336	156438	columbia, south carolina, usa	43.0
25337	156606	new york, new york, usa	
25338	157799	heemstede, noord holland, netherlands	42.0
25339	158033	riverside, california, usa	24.0
25340	158295	cleveland, ohio, usa	
25341	159467	east wenatchee, washington, usa	
25342	160165	burlington, vermont, usa	
25343	160393	union, missouri, usa	46.0
25344	160819	miami, florida, usa	43.0
25345	161974	center rutland, vermont, usa	25.0
25346	162590	n/a, british columbia, canada	
25347	162596	royal oak, michigan, usa	30.0
25348	162639	kelso, washington, usa	
25349	163326	gum spring, virginia, usa	28.0
25350	164335	royal oak, michigan, usa	
25351	164492	miami, florida, usa	46.0
25352	164728	studio city, california, usa	
25353	164862	aurora, illinois, usa	36.0
25354	165183	tulsa, oklahoma,	60.0
25355	166916	tulsa, oklahoma, usa	
25356	167131	tarrytown, new york, usa	30.0
25357	169076	bolingbrook, illinois, usa	37.0
25358	169233	chicago, illinois, usa	27.0
25359	170861	hopkinton, massachusetts, usa	44.0
25360	172203	sandy, utah, usa	45.0
25361	172512	louisville, kentucky, usa	25.0
25362	172742	astoria, oregon, usa	44.0
25363	174304	st. louis, missouri, usa	26.0
25364	174326	winnipeg, manitoba, canada	38.0
25365	175271	bellevue, idaho, usa	55.0
25366	181176	st. louis, missouri, usa	43.0
25367	181223	windham, new hampshire, usa	
25368	182085	ginsheim, hessen, germany	
25369	184424	dayton, ohio, usa	44.0
25370	185233	winnemucca, nevada, usa	31.0
25371	185308	winchester, england, united kingdom	
25372	187065	red feather lakes, ,	
25373	187517	brooklyn, new york, usa	28.0
25374	189254	ottawa, ontario, canada	23.0
25375	190479	toronto, ontario, canada	
25376	190923	burlington, vermont, usa	45.0
25377	190925	hobe sound, florida, usa	51.0
25378	192093	lake worth, florida, usa	46.0
25379	193499	deland, florida, usa	41.0
25380	194138	coquitlam, british columbia, canada	26.0
25381	195033	winnipeg, manitoba, canada	40.0
25382	196077	disputanta, virginia, usa	28.0
25383	196773	harrison township, michigan, usa	39.0
25384	197942	homer, alaska, usa	
25385	198213	williamsburg/norfolk, virginia, usa	19.0
25386	200226	burlington, ontario, canada	39.0
25387	201641	ottawa, ontario, canada	19.0
25388	203240	st. louis, missouri, usa	32.0
25389	203968	cumberland, maryland, usa	
